Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-05-01 12:25:17,273,pairwise,LinkedCells,1.000000,lc_sliced,none,SoA,enabled,3090367547,1287173995
