Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-05-04 14:00:26,273,pairwise,LinkedCells,1.000000,lc_sliced_balanced,none,SoA,enabled,2996437875,1290570774
