Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-05-01 11:30:01,102,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,3689575,9487187
