Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-06-12 14:23:24,339,pairwise,VerletListsCells,1.000000,vlc_sliced_c02,none,AoS,enabled,109572492,3911077
