Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-04-25 11:58:31,339,pairwise,LinkedCells,1.000000,lc_sliced,none,SoA,enabled,23277844625,1295885287
