Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-04-30 16:37:25,102,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,5285486,8897794
